,Title_job,Job_link,Company_link,Address,Salary,date
0,Senior/Lead Data Engineer (Python/Java),/it-jobs/senior-lead-data-engineer-m_service-momo-4547,/companies/m_service-momo,Ho Chi Minh,Up to $3000,08/25/2021
1,"Senior Database Developer (SQL, SSIS)",/it-jobs/senior-database-developer-sql-ssis-nashtech-4726,/companies/nashtech,Ho Chi Minh,"1,000 - 2,000 USD",08/25/2021
2,Senior Full-stack .NET Dev (up to $2000),/it-jobs/senior-full-stack-net-dev-up-to-2000-scandinavian-software-park-2824,/companies/scandinavian-software-park,Ha Noi,"1,000 - 2,000 USD",08/25/2021
3,Lead Business Analyst (Database/SQL),/it-jobs/lead-business-analyst-database-sql-vdi-0809,/companies/vdi,Ha Noi,You'll love it,08/25/2021
4,Business Analyst (Database/Tester),/it-jobs/business-analyst-database-ui-ux-vdi-5958,/companies/vdi,Ha Noi,You'll love it,08/25/2021
5,"Tech Lead (ReactJS, NodeJS, English)",/it-jobs/tech-lead-reactjs-nodejs-team-leader-seta-international-vietnam-4819,/companies/seta-international-vietnam,Ha Noi,Min 2000$,08/25/2021
6,DevOps Engineer (Cloud) - Sign on bonus,/it-jobs/devops-engineer-cloud-sign-on-bonus-lhv-software-5723,/companies/lhv-software,Ho Chi Minh,You'll love it,08/25/2021
7,Junior-Mid UX Researcher,/it-jobs/mid-ux-researcher-seal-commerce-4043,/companies/seal-commerce,Ha Noi,You'll love it,08/25/2021
8,"Automation Tester (Selenium, Appium)",/it-jobs/automation-tester-selenium-appium-pizza-hut-digital-ventures-5144,/companies/pizza-hut-digital-ventures,Others,Attractive salary,08/25/2021
9,"Software Engineer (Java/Go, English)",/it-jobs/software-engineer-java-go-english-coc-coc-0122,/companies/coc-coc,Ho Chi Minh,"1,200 - 2,500 USD",08/25/2021
10,"Frontend Devs (ReactJS, JavaScrips, CSS)",/it-jobs/frontend-devs-reactjs-javascrips-css-vieted-cty-cp-cong-nghe-giao-duc-thong-minh-5419,/companies/vieted-cty-cp-cong-nghe-giao-duc-thong-minh,Ha Noi,11 triệu - 27 triệu,08/25/2021
11,Web Developer(NodeJS/ VueJS) - ALL LEVEL,/it-jobs/web-developer-nodejs-vuejs-all-level-azoom-vietnam-5946,/companies/azoom-vietnam,Ha Noi,You'll love it,08/25/2021
12,Senior Product Designer - SaaS Ecommerce,/it-jobs/senior-product-designer-seal-commerce-0721,/companies/seal-commerce,Ha Noi,"1,300 - 2,600 USD",08/25/2021
