,Title_job,Job_link,Company_link,Address,Salary,date
0,Lead Software Developer (Java/SQL),/it-jobs/lead-software-developer-java-sql-hansen-technologies-2946,/companies/hansen-technologies,Ho Chi Minh,You'll love it,09/10/2021
1,"Fullstack Developer(NodeJs, NestJs, Vue)",/it-jobs/fullstack-software-engineer-codelight-4708,/companies/codelight,Ho Chi Minh,You'll love it,09/10/2021
2,Full-Stack Developer (.NET/ NodeJS),/it-jobs/full-stack-developer-net-nodejs-tps-software-4419,/companies/tps-software,Ho Chi Minh,Up to $2000,09/10/2021
3,Website S.E.O/QA Manager (Tester/QA QC),/it-jobs/website-s-e-o-qa-manager-tester-qa-qc-nakivo-5408,/companies/nakivo,Ho Chi Minh,"2,200 - 2,800 USD",09/10/2021
4,Software Dev Manager (Javascript/NodeJS),/it-jobs/project-manager-javascript-nodejs-ssi-securities-corporation-3655,/companies/ssi-securities-corporation,Ha Noi,You'll love it,09/10/2021
5,"Backend Dev (Ruby /Java /PHP /.Net,...)",/it-jobs/backend-dev-ruby-java-php-net-employment-hero-4522,/companies/employment-hero,Ho Chi Minh,"1,000 - 1,500 USD",09/10/2021
6,Senior Mobile Developer (Android/iOS),/it-jobs/senior-mobile-app-android-ios-aimenext-0527,/companies/aimenext,Ha Noi,"1,000 - 3,000 USD",09/10/2021
7,System Engineer (Linux) upto 15M,/it-jobs/system-engineer-vdi-4418,/companies/vdi,Ha Noi,Up to 15m,09/10/2021
8,"Automation QA/QC/Tester (Java, Selenium)",/it-jobs/automation-qa-qc-tester-java-selenium-titan-technology-corporation-0435,/companies/titan-technology-corporation,Ho Chi Minh,You'll love it,09/10/2021
9,Embedded Software Developer (C/C++),/it-jobs/embedded-software-developer-itr-vn-0942,/companies/itr-vn,Ho Chi Minh,"1,500 - 2,100 USD",09/10/2021
10,02 Senior UI/UX Designers - Up to $2000,/it-jobs/02-senior-ui-ux-designers-up-to-2000-vulcan-labs-4159,/companies/vulcan-labs,Ho Chi Minh,"800 - 2,000 USD",09/10/2021
