,Title_job,Job_link,Company_link,Address,Salary,date
0,05 PHP Devs (1000$ - 1500$),/it-jobs/05-php-devs-1000-1500-powergate-software-5138,/companies/powergate-software,Ha Noi,"1,000 - 1,500 USD",09/05/2021
1,"Frontend Developer (JavaScript, ReactJS)",/it-jobs/frontend-developer-javascript-reactjs-mgm-technology-partners-vietnam-3347,/companies/mgm-technology-partners-vietnam,Da Nang,You will love it,09/05/2021
2,QA Engineer - FULLTIME REMOTE,/it-jobs/qa-engineer-fulltime-remote-vsee-lab-3249,/companies/vsee-lab,Ho Chi Minh,Up to 2000 usd,09/05/2021
3,Data Engineer (Lead/Senior/Middle),/it-jobs/data-engineer-lead-senior-middle-onpoint-1024,/companies/onpoint,Ha Noi,"800 - 2,500 USD",09/05/2021
4,Backend Dev (Python/Ruby/Any language),/it-jobs/backend-dev-python-ruby-any-language-onpoint-0420,/companies/onpoint,Ho Chi Minh,"1,000 - 2,500 USD",09/05/2021
5,"5 .NET Dev (C#, MVC, ASP.NET) Up to 35M",/it-jobs/5-net-dev-c-mvc-oop-up-to-35m-cyber-eye-3927,/companies/cyber-eye,Ho Chi Minh,"700 - 1,800 USD",09/05/2021
6,"Backend Dev (Ruby /Java /PHP /.Net,...)",/it-jobs/backend-dev-ruby-java-php-net-employment-hero-4522,/companies/employment-hero,Ha Noi,"1,000 - 1,500 USD",09/05/2021
7,Senior Mobile Developer (Android/iOS),/it-jobs/senior-mobile-app-android-ios-aimenext-0527,/companies/aimenext,Ho Chi Minh,"1,000 - 2,500 USD",09/05/2021
8,System Engineer (Linux) upto 15M,/it-jobs/system-engineer-vdi-4418,/companies/vdi,Ha Noi,Up to 15m,09/05/2021
9,Software Dev Manager (Javascript/NodeJS),/it-jobs/project-manager-javascript-nodejs-ssi-securities-corporation-3655,/companies/ssi-securities-corporation,Ha Noi,You'll love it,09/05/2021
10,[HCM&DN] Fullstack Java Developer,/it-jobs/hcm-dn-fullstack-java-developer-formos-vietnam-4142,/companies/formos-vietnam,Ha Noi,You'll love it,09/05/2021
11,React Native Developer (iOS/Android),/it-jobs/react-native-developer-ios-android-hl-solutions-jsc-2224,/companies/hl-solutions-jsc,Ho Chi Minh,"1,000 - 1,500 USD",09/05/2021
