,Title_job,Job_link,Company_link,Address,Salary,date
0,Senior IT Project Manager (English),/it-jobs/senior-it-project-manager-english-datvietvac-2941,/companies/datvietvac,Ho Chi Minh,"2,000 - 2,800 USD",10/07/2021
1,Mid/Senior Data Engineer,/it-jobs/mid-senior-data-engineer-baemin-vietnam-woowa-bros-2457,/companies/baemin-vietnam-woowa-bros,Ho Chi Minh,You'll love it,10/07/2021
2,03 Java Developers,/it-jobs/03-java-developers-laudert-vietnam-2342,/companies/laudert-vietnam,Ho Chi Minh,"900 - 1,200 USD",10/07/2021
3,Remote Solutions Architect,/it-jobs/remote-solutions-architect-employment-hero-4959,/companies/employment-hero,Ho Chi Minh,"5,000 - 6,000 USD",10/07/2021
4,05 Mid/Senior Front End (ReactJS/VueJS),/it-jobs/05-mid-senior-front-end-reactjs-vuejs-gnt-vn-ltd-1903,/companies/gnt-vn-ltd,Ho Chi Minh,"800 - 1,500 USD",10/07/2021
5,05 Mid / Sr Java Dev (Game Blockchain),/it-jobs/05-mid-sr-java-dev-game-blockchain-gnt-vn-ltd-4138,/companies/gnt-vn-ltd,Ho Chi Minh,"1,000 - 2,000 USD",10/07/2021
6,Senior Android Mobile App Developer,/it-jobs/senior-mobile-app-dev-ios-android-zien-solutions-5039,/companies/zien-solutions,Ho Chi Minh,You'll love it,10/07/2021
7,Senior Tester (x3) ,/it-jobs/senior-tester-x3-niteco-vietnam-co-ltd-1131,/companies/niteco-vietnam-co-ltd,Ho Chi Minh,You'll love it,10/07/2021
8,"Product Owner (Business Analyst, UI-UX)",/it-jobs/product-owner-open-for-junior-level-vexere-4257,/companies/vexere,Ha Noi,"650 - 1,000 USD",10/07/2021
9,".NET Developer - All Level (ASP.NET, C#)",/it-jobs/net-developer-all-level-asp-net-c-grapecity-3424,/companies/grapecity,Ho Chi Minh,"700 - 2,300 USD",10/07/2021
10,Angular Developer (JavaScript),/it-jobs/angular-developer-intelisys-aviation-4712,/companies/intelisys-aviation,Ha Noi,You'll love it,10/07/2021
11,"Backend Developer (C#, SQL Server)",/it-jobs/web-and-api-dev-html5-css-javascript-intelisys-aviation-0047,/companies/intelisys-aviation,Ho Chi Minh,You'll love it,10/07/2021
12,"Senior Tester (QA,QC)",/it-jobs/senior-tester-qa-qc-seven-system-vietnam-1902,/companies/seven-system-vietnam,Ho Chi Minh,Will attractive with you,10/07/2021
13,Front-end Developer (ReactJS/VueJS),/it-jobs/front-end-developer-reactjs-vuejs-bespokify-3031,/companies/bespokify-vietnam,Ho Chi Minh,"1,000 - 2,000 USD",10/07/2021
14,"Senior .NET Developer (ASP.NET, C#)",/it-jobs/net-developer-asp-net-c-omanee-corporation-0406,/companies/omanee-corporation,Da Nang,You'll love it,10/07/2021
15,PHP Developer (Laravel/JavaScript)~$1500,/it-jobs/web-developer-php-ruby-on-rails-1500-zinza-technology-5215,/companies/zinza-technology,Ho Chi Minh,Up to $1500,10/07/2021
16,Software Tester Engineer (QA/QC),/it-jobs/software-tester-engineer-qa-qc-wisewires-0342,/companies/wisewires,Ha Noi,You'll love it,10/07/2021
17,"Senior QC Engineer (QA QC, Tester)",/it-jobs/senior-qc-engineer-qa-qc-tester-information-technology-services-japan-group-2125,/companies/information-technology-services-japan-group,Ha Noi,You'll love it,10/07/2021
18,"Devops Engineer (AWS/Docker) - to $2,500",/it-jobs/devops-engineer-aws-docker-codelink-1244,/companies/codelink,Ho Chi Minh,"1,500 - 2,500 USD",10/07/2021
19,Senior Database Developer (Up to $6000) ,/it-jobs/senior-database-developer-up-to-6000-employment-hero-5450,/companies/employment-hero,Ho Chi Minh,"4,000 - 6,000 USD",10/07/2021
20,Backend Technical Leader (Java),/it-jobs/backend-tech-leader-java-javascript-tymeglobal-0515,/companies/tyme,Da Nang,You'll love it,10/07/2021
21,Data Engineer (PHP/Cloud/Agile),/it-jobs/data-engineering-php-ecommerce-intrepid-group-0824,/companies/intrepid-group,Ho Chi Minh,"800 - 1,500 USD",10/07/2021
22,"Frontend (JavaScript, HTML,VueJS)~$1000",/it-jobs/frontend-javascript-html-vuejs-1000-cong-ty-tnhh-jv-it-techs-5810,/companies/cong-ty-tnhh-jv-it-techs,Ho Chi Minh,You'll love it,10/07/2021
23,"Software Engineer (NodeJS,Javascript)",/it-jobs/software-engineer-nodejs-javascript-cong-ty-co-phan-tap-doan-meey-land-1544,/companies/cong-ty-co-phan-tap-doan-meey-land,Ho Chi Minh,"1,000 - 2,500 USD",10/07/2021
24,"QA Engineer (Tester, Agile) ~1800",/it-jobs/qa-engineer-tester-agile-optimizely-formerly-episerver-3107,/companies/optimizely-formerly-episerver,Ho Chi Minh,"800 - 1,800 USD",10/07/2021
25,"UI/UX Designer (AdobeXD, Figma)",/it-jobs/ui-ux-designer-adobexd-figma-thai-son-soft-3815,/companies/thai-son-soft,Ha Noi,You'll love it,10/07/2021
26,Software Development Engineer in Test ,/it-jobs/software-development-engineer-in-test-nvg-technology-3545,/companies/nvg-technology,Ha Noi,"1,800 - 3,000 USD",10/07/2021
27,4 Project Leaders (Japanese/English),/it-jobs/4-project-leaders-japanese-english-ivs-1004,/companies/ivs,Ha Noi,You'll love it,10/07/2021
28,AI Engineer,/it-jobs/ai-engineer-rever-2938,/companies/rever,Ho Chi Minh,Negotiate,10/07/2021
29,Mobile App Dev -iOS/Android/React Native,/it-jobs/mobile-app-dev-ios-android-react-native-enrich-co-0956,/companies/enrich-co,Ho Chi Minh,You'll love it,10/07/2021
30,[HN] PHP Developer (MySQL/Laravel),/it-jobs/hn-php-developer-mysql-laravel-giao-hang-tiet-kiem-4342,/companies/giao-hang-tiet-kiem,Ho Chi Minh,"700 - 2,000 USD",10/07/2021
31,Website S.E.O/QA Manager (Tester/QA QC),/it-jobs/website-s-e-o-qa-manager-tester-qa-qc-nakivo-1440,/companies/nakivo,Ho Chi Minh,"2,200 - 2,800 USD",10/07/2021
32,Fullstack Developer (Java/Srping/MySQL),/it-jobs/fullstack-developer-java-srping-mysql-fundiin-3308,/companies/fundiin,Ha Noi,"500 - 1,000 USD",10/07/2021
33,"08 NodeJS Devs (Python, JavaScript)",/it-jobs/08-senior-developer-python-javascript-ssi-securities-corporation-3616,/companies/ssi-securities-corporation,Ho Chi Minh,Up to $2000,10/07/2021
34,Senior SRE/DevOps (Cloud),/it-jobs/senior-sre-devops-cloud-baemin-vietnam-woowa-bros-1415,/companies/baemin-vietnam-woowa-bros,Ho Chi Minh,You'll love it,10/07/2021
35,Senior Backend Dev (Java/Python/NodeJS),/it-jobs/senior-backend-dev-java-python-nodejs-waverley-software-4120,/companies/waverley-software,Ha Noi,"1,200 - 2,600 USD",10/07/2021
36," PHP Developers (MySQL, OOP)",/it-jobs/php-developers-mysql-oop-merkle-vietnam-0043,/companies/merkle-vietnam,Ho Chi Minh,You'll love it,10/07/2021
37,"PHP Developer (JavaScript, MySQL)",/it-jobs/php-developer-javascript-mysql-vuihoc-vn-2042,/companies/vuihoc-vn,Ho Chi Minh,13 - 20 triệu,10/07/2021
